date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North America,North Macedonia,Norway,Oceania,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
2020-01-22,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,98.0,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,2.0,,,
2020-01-24,286.0,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,0.0,,,
2020-01-25,492.0,,,,,,,,,,491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,1.0,,,,,,,,,,0.0,,,,,,0.0,,,
2020-01-26,685.0,,,,,,,,,,677.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,669.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,3.0,,,,,,0.0,,,
2020-01-27,809.0,,,,,,,,,,807.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,802.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,
2020-01-28,2651.0,,,,,,,,,,2646.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,2632.0,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,0.0,,,,,,3.0,,,6.0,,,,,,,,,,0.0,,,,,,0.0,,,
2020-01-29,589.0,,,,,,,,,,585.0,1.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,578.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,4.0,,1.0,,,,,,0.0,,,
2020-01-30,2068.0,,,,,,,,,,2065.0,3.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,2054.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,0.0,,,0.0,,,,,,1.0,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,,
2020-01-31,1692.0,,,,,,,,,,1681.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,1661.0,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,0.0,0.0,,,,1.0,,,,,,,,,,,,0.0,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,4.0,,,0.0,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,7.0,,,0.0,,,,,,1.0,,,5.0,,,,,,,,0.0,2.0,2.0,,,,,,0.0,,,
