date,World,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North America,North Macedonia,Norway,Oceania,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
2020-01-22,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,0.013,,,,,,,,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,0.021,,,
2020-01-24,0.037,,,,,,,,,,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,,,,,,,,,,,,,,,,,,,,,,,0.003,0.004,,,0.029,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,,,,,,,0.02,,,,,,,,,0.084,,,0.014,,,,,,,,,,0.003,,,,,,0.0,,,
2020-01-25,0.063,,,,,,,,,,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.338,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.015,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,,,,,,,,0.034,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,0.014,,,,,,,,,,0.0,,,,,,0.0,,,
2020-01-26,0.088,,,,,,,,,,0.146,0.157,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,0.465,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.016,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,0.0,,,,,,0.007,,,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,,,,,,,0.02,,,,,,,,,0.042,,,0.029,,,,,,,,,,0.009,,,,,,0.0,,,
2020-01-27,0.104,,,,,,,,,,0.174,0.039,,,,,,,,,,,,,,,,,,,,0.06,,0.0,,,,,0.557,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,,,0.0,,,,0.012,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,0.171,,,,,,,0.02,,,0.047,,,,,,0.042,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,
2020-01-28,0.34,,,,,,,,,,0.57,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.026,,,,,1.829,,,,,,,,,,,,,,,,,,,,,,,0.005,0.009,,,0.015,,,,0.036,,,,,,,,,,,,,,,,,,,,,0.024,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.002,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,,,,,,,0.0,,,0.0,,,,,,0.126,,,0.086,,,,,,,,,,0.0,,,,,,0.0,,,
2020-01-29,0.076,,,,,,,,,,0.126,0.039,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.402,,,,,,,,,,,,,,,,,,,,,,,0.003,0.004,,0.18,0.015,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.093,,,,,,,,,,,,,,,,,0.0,,,,,,0.002,,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,0.0,,,,,,,,0.404,,0.003,,,,,,0.0,,,
2020-01-30,0.265,,,,,,,,,,0.445,0.118,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,1.427,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.001,,,,,,,,,0.032,,,,,,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,0.07,,,,,,,,0.009,,,,,,,,,,,,,,,,,,0.513,,,,,,,0.0,,,0.0,,,,,,0.042,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,,
2020-01-31,0.217,,,,,,,,,,0.362,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.053,,,,,1.154,,,,,,,,,,,,,,,,,,,,,,,0.009,0.007,,0.0,0.0,,,,0.012,,,,,,,,,,,,0.0,,,,,,,0.033,,0.032,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,0.007,,,0.0,,,,,,,,0.0,,,,,0.014,,,,,,,,,,,,,0.513,,,,,,,0.137,,,0.0,,,,,,0.042,,,0.072,,,,,,,,0.0,0.029,0.006,,,,,,0.0,,,
