location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Luxembourg,2020-12-30,Pfizer/BioNTech,https://covid19.public.lu/fr/actualite-covid-19/communiques/2020/12/30-vaccination.html,1200,1200,
Luxembourg,2021-01-11,Pfizer/BioNTech,https://download.data.public.lu/resources/covid-19-rapports-journaliers/20210112-174656/coronavirus-rapport-journalier-12012021.pdf,1943,1943,
Luxembourg,2021-01-12,Pfizer/BioNTech,https://download.data.public.lu/resources/covid-19-rapports-journaliers/20210113-181303/coronavirus-rapport-journalier-13012021.pdf,2372,2372,
Luxembourg,2021-01-13,Pfizer/BioNTech,https://download.data.public.lu/resources/covid-19-rapports-journaliers/20210114-172257/coronavirus-rapport-journalier-14012021.pdf,2871,2871,
Luxembourg,2021-01-14,Pfizer/BioNTech,https://download.data.public.lu/resources/covid-19-rapports-journaliers/20210115-172257/coronavirus-rapport-journalier-15012021.pdf,3233,3233,
Luxembourg,2021-01-17,Pfizer/BioNTech,https://download.data.public.lu/resources/covid-19-rapports-journaliers/20210118-171634/coronavirus-rapport-journalier-18012021.pdf,3755,3755,
Luxembourg,2021-01-18,Pfizer/BioNTech,https://download.data.public.lu/resources/covid-19-rapports-journaliers/20210119-170522/coronavirus-rapport-journalier-19012021.pdf,4569,4569,
Luxembourg,2021-01-19,Pfizer/BioNTech,https://data.public.lu/fr/datasets/r/ac9f9196-64bb-453e-bc93-22e8c7452ab6,5294,5294,
Luxembourg,2021-01-20,Pfizer/BioNTech,https://data.public.lu/fr/datasets/r/991243fe-25c3-4af4-9689-0555d7e05771,6193,6193,
Luxembourg,2021-01-21,Pfizer/BioNTech,https://data.public.lu/fr/datasets/r/fa53afaa-7712-4261-b2e6-d23041c40f95,6897,6897,
Luxembourg,2021-01-25,Pfizer/BioNTech,https://data.public.lu/fr/datasets/r/015f2db2-b62d-400a-bb6f-4edd3f447837,8554,7309,1245
Luxembourg,2021-01-26,Pfizer/BioNTech,https://data.public.lu/fr/datasets/r/51b3e720-0ca5-4002-9024-3fc8d0708c0d,9525,8280,1245
