location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Antigua and Barbuda,2021-02-16,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/1112443472528959,0,0,
Antigua and Barbuda,2021-03-15,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/1128577244248915,24164,24164,
Antigua and Barbuda,2021-03-19,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1131568780616428/,25677,25677,
Antigua and Barbuda,2021-03-25,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1135388016901171/?type=3,26424,26424,
Antigua and Barbuda,2021-03-31,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1138342716605701/?__tn__=%2CO*F,26836,26836,
Antigua and Barbuda,2021-04-03,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1139831226456850/,27032,27032,
Antigua and Barbuda,2021-04-14,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1146840245755948/?__tn__=%2CO*F,27592,27592,
Antigua and Barbuda,2021-04-16,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1147872885652684/?__cft__[0]=AZWyhr6EglG-b7jqTNF_RUQQaylOlAArahzDX3PoH9SVRNFOHC35h2L-zB0TIBmTcqcbFn-EdcB8bAss40WuKxA4KbLz1DDWb3TWApT7YB_4qKZib541XQGtyYcEwx2c4hOTBZdC1Bq5tFldTGxbAaV3rGQ6KkOcQ8yl-DP9I1854A&__tn__=%2CO%2CP-R,28414,28414,
Antigua and Barbuda,2021-04-17,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1148691415570831/?__cft__[0]=AZW8MrwQcpGVkauXubxYl2HSBFTyTcVHXtxOUpvLOhzzmVrOHtRzlzrFrIzI4DH9Ff5dJfXOu9rMEpSdOHfJl1sdEbrXXy3Ona3qt9D_Y2uO01p0PHI7cPfzCOYXMnGxIh9LiNXwm-RV3Vg2DHmkMhe6Nn52v0iOR3G49OPENlCebg&__tn__=%2CO%2CP-R,28639,28639,
Antigua and Barbuda,2021-04-22,Oxford/AstraZeneca,https://www.facebook.com/investingforwellness/photos/a.259371477836167/1151870888586217/,29754,29754,
