location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Montenegro,2021-02-20,Sputnik V,https://tass.com/society/1259199,0,0,
Montenegro,2021-02-25,Sputnik V,https://www.covidodgovor.me/,1113,1113,
Montenegro,2021-02-26,Sputnik V,https://www.covidodgovor.me/,1288,1288,
Montenegro,2021-03-01,Sputnik V,https://www.covidodgovor.me/,1531,1531,
Montenegro,2021-03-03,Sputnik V,https://www.covidodgovor.me/,1927,1927,
Montenegro,2021-03-05,Sputnik V,https://www.covidodgovor.me/,2250,2250,
Montenegro,2021-03-06,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,2406,2406,
Montenegro,2021-03-08,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,3062,3062,
Montenegro,2021-03-12,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,3374,3374,0
Montenegro,2021-03-14,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,3793,3793,0
Montenegro,2021-03-16,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,5021,5021,0
Montenegro,2021-03-17,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,5730,5730,0
Montenegro,2021-03-18,"Sinopharm/Beijing, Sputnik V",https://www.covidodgovor.me/,6085,6085,0
