location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Equatorial Guinea,2021-03-16,Sinopharm/Beijing,https://guineasalud.org/el-comite-tecnico-nacional-de-vigilancia-y-respuesta-a-la-covid-19-informa-sobre-la-situacion-epidemiologica-del-15-de-febrero-al-15-de-marzo-en-guinea-ecuatorial/,6565,5765,800
Equatorial Guinea,2021-03-29,Sinopharm/Beijing,https://guineasalud.org/estadisticas/,12155,9748,2407
Equatorial Guinea,2021-04-01,Sinopharm/Beijing,https://guineasalud.org/estadisticas/,14080,11090,2990
Equatorial Guinea,2021-04-16,Sinopharm/Beijing,https://guineasalud.org/estadisticas/,32884,27579,5305
Equatorial Guinea,2021-04-20,Sinopharm/Beijing,https://guineasalud.org/estadisticas/,45441,38024,7417
Equatorial Guinea,2021-04-22,Sinopharm/Beijing,https://guineasalud.org/estadisticas/,55799,47410,8389
Equatorial Guinea,2021-04-28,Sinopharm/Beijing,https://guineasalud.org/estadisticas/,75518,64646,10872
