location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Oman,2020-12-29,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1343855386563108864,1717,1717,0
Oman,2020-12-30,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1344257961061974018,3363,3363,0
Oman,2020-12-31,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1344586383273422848,5043,5043,0
Oman,2021-01-01,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1344938163224129538,6516,6516,0
Oman,2021-01-03,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1345653596881301505,7231,7231,0
Oman,2021-01-04,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1346021869837836294,8826,8826,0
Oman,2021-01-05,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1346366199718932480,10728,10728,0
Oman,2021-01-06,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1346730906841710592,12751,12751,0
Oman,2021-01-07,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1347101384290799618,14005,14005,0
Oman,2021-01-08,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1347450057151410177,14911,14911,0
Oman,2021-01-09,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1347813396448686081,14980,14980,0
Oman,2021-01-10,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1348185867773476867,15023,15023,0
Oman,2021-01-11,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1348541465841061888/photo/1,15907,15907,0
Oman,2021-01-12,Pfizer/BioNTech,https://twitter.com/OmaniMOH/status/1348903015416287233,18287,18287,0
