location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated
Cyprus,2021-01-06,Pfizer/BioNTech,http://www.pio.gov.cy/coronavirus/uploads/06012021--Ενημέρωση%20για%20την%20πορεία%20υλοποίησης%20του%20Εθνικού%20Εμβολιαστικού%20Πλάνου%20για%20την%20COVID-19.pdf,3901,3901,0
Cyprus,2021-01-10,Pfizer/BioNTech,"http://www.pio.gov.cy/coronavirus/uploads/10012021--Άλλα%203,960%20ραντεβού%20για%20εμβολιασμό%20στη%20διάθεση%20των%20πολιτών%20ηλικίας%20άνω%20των%2080%20ετών.pdf",6035,6035,0
Cyprus,2021-01-16,Pfizer/BioNTech,http://www.pio.gov.cy/coronavirus/uploads/16012021--Συνεχίζεται%20η%20εμβολιαστική%20κάλυψη%20των%20πολιτών%20κατά%20της%20COVID.pdf,10226,10226,0
Cyprus,2021-01-23,Pfizer/BioNTech,http://www.pio.gov.cy/coronavirus/uploads/23012021--Ραντεβού%20για%20εμβολιασμό%20για%20τα%20άτομα%20άνω%20των%2090%20ετών.pdf,17739,15322,2057
Cyprus,2021-01-30,Pfizer/BioNTech,http://www.pio.gov.cy/coronavirus/uploads/30012021--Νέα%20ραντεβού%20για%20εμβολιασμό%20-%20Ανοίγει%20η%20Πύλη%20Εμβολισμού%20για%20τους%20άνω%20των%2084.pdf,25519,19618,5551
Cyprus,2021-02-06,Pfizer/BioNTech,http://www.pio.gov.cy/coronavirus/uploads/06022021--Πέραν%20των%2010%20χιλιάδων%20πολιτών%20ολοκλήρωσαν%20τον%20εμβολιασμό%20τους.pdf,32837,22813,10024
Cyprus,2021-02-13,Pfizer/BioNTech,http://www.pio.gov.cy/coronavirus/uploads/14022021--Εντατικοποιείται%20ο%20εμβολιασμός%20κατά%20της%20COVID-19.pdf,44429,29592,14837
Cyprus,2021-02-20,Pfizer/BioNTech,https://www.pio.gov.cy/coronavirus/uploads/20022021--Σε%20εξέλιξη%20το%20Εθνικό%20Εμβολιαστικό%20Πλάνο.pdf,56791,37570,19221
Cyprus,2021-02-23,Pfizer/BioNTech,https://www.pio.gov.cy/coronavirus/uploads/24022021--%CE%95%CF%80%CE%B9%CF%84%CF%85%CE%B3%CF%87%CE%AC%CE%BD%CE%BF%CE%BD%CF%84%CE%B1%CE%B9%20%CE%BF%CE%B9%20%CF%83%CF%84%CF%8C%CF%87%CE%BF%CE%B9%20%CF%84%CE%BF%CF%85%20%CE%95%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CE%BF%CF%8D%20%CE%A0%CE%BB%CE%AC%CE%BD%CE%BF%CF%85.pdf,64562,44239,20323
Cyprus,2021-02-26,Pfizer/BioNTech,"https://www.pio.gov.cy/coronavirus/uploads/27022021--%CE%9E%CE%B5%CF%80%CE%AD%CF%81%CE%B1%CF%83%CE%B1%CE%BD%20%CF%84%CE%B9%CF%82%2076,000%20%CE%BF%CE%B9%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CE%BF%CE%AF%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf",76176,53617,22559
Cyprus,2021-03-07,Pfizer/BioNTech,https://www.pio.gov.cy/coronavirus/uploads/08032021--%CE%A1%CE%B1%CE%BD%CF%84%CE%B5%CE%B2%CE%BF%CF%8D%20%CE%B3%CE%B9%CE%B1%20%CE%B5%CE%BC%CE%B2%CE%BF%CE%BB%CE%B9%CE%B1%CF%83%CE%BC%CF%8C%20%CE%BA%CE%B1%CF%84%CE%AC%20%CF%84%CE%B7%CF%82%20COVID-19.pdf,99275,70534,28741
Cyprus,2021-03-20,Pfizer/BioNTech,https://www.financialmirror.com/2021/03/20/covid19-cyprus-vaccinations-reach-people-aged-66/,129438,93475,35963
