Country,Our World In Data Name
Afghanistan,Afghanistan
Albania,Albania
Algeria,Algeria
Andorra,Andorra
Angola,Angola
Antigua_and_Barbuda,Antigua and Barbuda
Argentina,Argentina
Armenia,Armenia
Australia,Australia
Austria,Austria
Azerbaijan,Azerbaijan
Bahamas,Bahamas
Bahrain,Bahrain
Bangladesh,Bangladesh
Barbados,Barbados
Belarus,Belarus
Belgium,Belgium
Benin,Benin
Bermuda,Bermuda
Bhutan,Bhutan
Bolivia,Bolivia
Bosnia_and_Herzegovina,Bosnia and Herzegovina
Brazil,Brazil
Brunei_Darussalam,Brunei
Bulgaria,Bulgaria
Burkina_Faso,Burkina Faso
Cambodia,Cambodia
Cameroon,Cameroon
Canada,Canada
CANADA,Canada
Cape_Verde,Cape Verde
Cases_on_an_international_conveyance_Japan,International
Cayman_Islands,Cayman Islands
Central_African_Republic,Central African Republic
Chad,Chad
Chile,Chile
China,China
Colombia,Colombia
Congo,Congo
Costa_Rica,Costa Rica
Cote_dIvoire,Cote d'Ivoire
Croatia,Croatia
Cuba,Cuba
Cyprus,Cyprus
Czech_Republic,Czech Republic
Democratic_Republic_of_the_Congo,Democratic Republic of Congo
Denmark,Denmark
Djibouti,Djibouti
Dominican_Republic,Dominican Republic
Ecuador,Ecuador
Egypt,Egypt
El_Salvador,El Salvador
Equatorial_Guinea,Equatorial Guinea
Eritrea,Eritrea
Estonia,Estonia
Eswatini,Swaziland
Ethiopia,Ethiopia
Faroe_Islands,Faeroe Islands
Fiji,Fiji
Finland,Finland
France,France
French_Polynesia,French Polynesia
Gabon,Gabon
Gambia,Gambia
Georgia,Georgia
Germany,Germany
Ghana,Ghana
Gibraltar,Gibraltar
Greece,Greece
Greenland,Greenland
Guam,Guam
Guatemala,Guatemala
Guernsey,Guernsey
Guinea,Guinea
Guyana,Guyana
Haiti,Haiti
Holy_See,Vatican
Honduras,Honduras
Hungary,Hungary
Iceland,Iceland
India,India
Indonesia,Indonesia
Iran,Iran
Iraq,Iraq
Ireland,Ireland
Isle_of_Man,Isle of Man
Israel,Israel
Italy,Italy
Jamaica,Jamaica
Japan,Japan
Jersey,Jersey
Jordan,Jordan
Kazakhstan,Kazakhstan
Kenya,Kenya
Kosovo,Kosovo
Kuwait,Kuwait
Kyrgyzstan,Kyrgyzstan
Latvia,Latvia
Lebanon,Lebanon
Liberia,Liberia
Liechtenstein,Liechtenstein
Lithuania,Lithuania
Luxembourg,Luxembourg
Madagascar,Madagascar
Malaysia,Malaysia
Maldives,Maldives
Malta,Malta
Mauritania,Mauritania
Mauritius,Mauritius
Mexico,Mexico
Moldova,Moldova
Monaco,Monaco
Mongolia,Mongolia
Montenegro,Montenegro
Montserrat,Montserrat
Morocco,Morocco
Myanmar,Myanmar
Namibia,Namibia
Nepal,Nepal
Netherlands,Netherlands
Netherlands_Antilles,Netherlands Antilles
New_Caledonia,New Caledonia
New_Zealand,New Zealand
Nicaragua,Nicaragua
Niger,Niger
Nigeria,Nigeria
North_Macedonia,Macedonia
Norway,Norway
Oman,Oman
Pakistan,Pakistan
Palestine,Palestine
Panama,Panama
Papua_New_Guinea,Papua New Guinea
Paraguay,Paraguay
Peru,Peru
Philippines,Philippines
Poland,Poland
Portugal,Portugal
Qatar,Qatar
Romania,Romania
Russia,Russia
Rwanda,Rwanda
Saint_Lucia,Saint Lucia
Saint_Vincent_and_the_Grenadines,Saint Vincent and the Grenadines
San_Marino,San Marino
Saudi_Arabia,Saudi Arabia
Senegal,Senegal
Serbia,Serbia
Seychelles,Seychelles
Singapore,Singapore
Slovakia,Slovakia
Slovenia,Slovenia
Somalia,Somalia
South_Africa,South Africa
South_Korea,South Korea
Spain,Spain
Sri_Lanka,Sri Lanka
Sudan,Sudan
Suriname,Suriname
Sweden,Sweden
Switzerland,Switzerland
Taiwan,Taiwan
Thailand,Thailand
Timor_Leste,Timor
Togo,Togo
Trinidad_and_Tobago,Trinidad and Tobago
Tunisia,Tunisia
Turkey,Turkey
Uganda,Uganda
Ukraine,Ukraine
United_Arab_Emirates,United Arab Emirates
United_Kingdom,United Kingdom
United_Republic_of_Tanzania,Tanzania
United_States_of_America,United States
Uruguay,Uruguay
Uzbekistan,Uzbekistan
Venezuela,Venezuela
Vietnam,Vietnam
Zambia,Zambia
Zimbabwe,Zimbabwe
Dominica,Dominica
Grenada,Grenada
Mozambique,Mozambique
Syria,Syria
