location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Northern Cyprus,2021-01-14,"Pfizer/BioNTech, Sinovac",0,https://haberkibris.com/4968-kisiye-covid-19-asisi-yapildi-1200-2021-01-19.html,,
Northern Cyprus,2021-01-19,"Pfizer/BioNTech, Sinovac",4968,https://haberkibris.com/4968-kisiye-covid-19-asisi-yapildi-1200-2021-01-19.html,,
Northern Cyprus,2021-01-22,"Pfizer/BioNTech, Sinovac",11000,https://cyprus-mail.com/2021/01/22/coronavirus-11000-vaccines-administered-in-the-north/,,
Northern Cyprus,2021-03-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",97969,https://asibilgisistemi.com/,53886,44083
Northern Cyprus,2021-04-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",104978,https://asibilgisistemi.com/,56516,48462
Northern Cyprus,2021-04-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",107365,https://asibilgisistemi.com/,58812,48553
Northern Cyprus,2021-04-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",109490,https://asibilgisistemi.com/,60642,48848
Northern Cyprus,2021-05-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",121841,https://asibilgisistemi.com/,71081,50760
