Country,Our World In Data Name
Afghanistan,Afghanistan
Albania,Albania
Algeria,Algeria
Andorra,Andorra
Angola,Angola
Anguilla,Anguilla
Antigua_and_Barbuda,Antigua and Barbuda
Argentina,Argentina
Armenia,Armenia
Aruba,Aruba
Australia,Australia
Austria,Austria
Azerbaijan,Azerbaijan
Bahamas,Bahamas
Bahrain,Bahrain
Bangladesh,Bangladesh
Barbados,Barbados
Belarus,Belarus
Belgium,Belgium
Belize,Belize
Benin,Benin
Bermuda,Bermuda
Bhutan,Bhutan
Bolivia,Bolivia
"Bonaire, Saint Eustatius and Saba",Bonaire Sint Eustatius and Saba
Bosnia_and_Herzegovina,Bosnia and Herzegovina
Botswana,Botswana
Brazil,Brazil
British_Virgin_Islands,British Virgin Islands
Brunei_Darussalam,Brunei
Bulgaria,Bulgaria
Burkina_Faso,Burkina Faso
Burundi,Burundi
Cambodia,Cambodia
Cameroon,Cameroon
Canada,Canada
Cape_Verde,Cape Verde
Cases_on_an_international_conveyance_Japan,International
Cayman_Islands,Cayman Islands
Central_African_Republic,Central African Republic
Chad,Chad
Chile,Chile
China,China
Colombia,Colombia
Congo,Congo
Costa_Rica,Costa Rica
Cote_dIvoire,Cote d'Ivoire
Croatia,Croatia
Cuba,Cuba
Curaçao,Curacao
Cyprus,Cyprus
Czech_Republic,Czechia
Democratic_Republic_of_the_Congo,Democratic Republic of Congo
Denmark,Denmark
Djibouti,Djibouti
Dominica,Dominica
Dominican_Republic,Dominican Republic
Ecuador,Ecuador
Egypt,Egypt
El_Salvador,El Salvador
Equatorial_Guinea,Equatorial Guinea
Eritrea,Eritrea
Estonia,Estonia
Eswatini,Eswatini
Ethiopia,Ethiopia
Falkland_Islands_(Malvinas),Falkland Islands
Faroe_Islands,Faeroe Islands
Fiji,Fiji
Finland,Finland
France,France
French_Polynesia,French Polynesia
Gabon,Gabon
Gambia,Gambia
Georgia,Georgia
Germany,Germany
Ghana,Ghana
Gibraltar,Gibraltar
Greece,Greece
Greenland,Greenland
Grenada,Grenada
Guam,Guam
Guatemala,Guatemala
Guernsey,Guernsey
Guinea,Guinea
Guinea_Bissau,Guinea-Bissau
Guyana,Guyana
Haiti,Haiti
Holy_See,Vatican
Honduras,Honduras
Hungary,Hungary
Iceland,Iceland
India,India
Indonesia,Indonesia
Iran,Iran
Iraq,Iraq
Ireland,Ireland
Isle_of_Man,Isle of Man
Israel,Israel
Italy,Italy
Jamaica,Jamaica
Japan,Japan
Jersey,Jersey
Jordan,Jordan
Kazakhstan,Kazakhstan
Kenya,Kenya
Kosovo,Kosovo
Kuwait,Kuwait
Kyrgyzstan,Kyrgyzstan
Laos,Laos
Latvia,Latvia
Lebanon,Lebanon
Liberia,Liberia
Libya,Libya
Liechtenstein,Liechtenstein
Lithuania,Lithuania
Luxembourg,Luxembourg
Madagascar,Madagascar
Malaysia,Malaysia
Maldives,Maldives
Mali,Mali
Malta,Malta
Marshall_Islands,Marshall Islands
Mauritania,Mauritania
Mauritius,Mauritius
Mexico,Mexico
Moldova,Moldova
Monaco,Monaco
Mongolia,Mongolia
Montenegro,Montenegro
Montserrat,Montserrat
Morocco,Morocco
Mozambique,Mozambique
Myanmar,Myanmar
Namibia,Namibia
Nepal,Nepal
Netherlands,Netherlands
New_Caledonia,New Caledonia
New_Zealand,New Zealand
Nicaragua,Nicaragua
Niger,Niger
Nigeria,Nigeria
North_Macedonia,North Macedonia
Northern_Mariana_Islands,Northern Mariana Islands
Norway,Norway
Oman,Oman
Pakistan,Pakistan
Palestine,Palestine
Panama,Panama
Papua_New_Guinea,Papua New Guinea
Paraguay,Paraguay
Peru,Peru
Philippines,Philippines
Poland,Poland
Portugal,Portugal
Puerto_Rico,Puerto Rico
Qatar,Qatar
Romania,Romania
Russia,Russia
Rwanda,Rwanda
Saint_Barthelemy,Saint Barthlemy
Saint_Kitts_and_Nevis,Saint Kitts and Nevis
Saint_Lucia,Saint Lucia
Saint_Vincent_and_the_Grenadines,Saint Vincent and the Grenadines
San_Marino,San Marino
Saudi_Arabia,Saudi Arabia
Senegal,Senegal
Serbia,Serbia
Seychelles,Seychelles
Sierra_Leone,Sierra Leone
Singapore,Singapore
Sint_Maarten,Sint Maarten (Dutch part)
Slovakia,Slovakia
Slovenia,Slovenia
Solomon_Islands,Solomon Islands
Somalia,Somalia
South_Africa,South Africa
South_Korea,South Korea
South_Sudan,South Sudan
Spain,Spain
Sri_Lanka,Sri Lanka
Sudan,Sudan
Suriname,Suriname
Sweden,Sweden
Switzerland,Switzerland
Syria,Syria
Taiwan,Taiwan
Thailand,Thailand
Timor_Leste,Timor
Togo,Togo
Trinidad_and_Tobago,Trinidad and Tobago
Tunisia,Tunisia
Turkey,Turkey
Turks_and_Caicos_islands,Turks and Caicos Islands
Uganda,Uganda
Ukraine,Ukraine
United_Arab_Emirates,United Arab Emirates
United_Kingdom,United Kingdom
United_Republic_of_Tanzania,Tanzania
United_States_Virgin_Islands,United States Virgin Islands
United_States_of_America,United States
Uruguay,Uruguay
Uzbekistan,Uzbekistan
Venezuela,Venezuela
Vietnam,Vietnam
Zambia,Zambia
Zimbabwe,Zimbabwe
Malawi,Malawi
Cura̤ao,Curacao
Czechia,Czechia
Sao_Tome_and_Principe,Sao Tome and Principe
Yemen,Yemen
Saint_Helena,Saint Helena
Vanuatu,Vanuatu
Wallis_and_Futuna,Wallis and Futuna
Western_Sahara,Western Sahara
Tajikistan,Tajikistan
Comoros,Comoros
Lesotho,Lesotho
