location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,source_url
Equatorial Guinea,2021-03-16,Sinopharm/Beijing,6565,5765,800,https://guineasalud.org/el-comite-tecnico-nacional-de-vigilancia-y-respuesta-a-la-covid-19-informa-sobre-la-situacion-epidemiologica-del-15-de-febrero-al-15-de-marzo-en-guinea-ecuatorial/
Equatorial Guinea,2021-03-29,Sinopharm/Beijing,12155,9748,2407,https://guineasalud.org/estadisticas/
Equatorial Guinea,2021-04-01,Sinopharm/Beijing,14080,11090,2990,https://guineasalud.org/estadisticas/
