Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-11,US,USA,United States,331996199.0,Report,131131470.0,98203893,39498.0,29580.0,47733656.0,49708920.0,638469.0,122848.0,64071674.0,19.3,10.0,64005256.0,25.1,98113296.0,38446.0,33715207.0,62.4,51320318.0,94935.0,33226913.0,33203255.0,13.0,51384.0,65552300.0,61874670.0,3704500.0,0.0,15578873.0,17621640.0,636255.0,26359.0,15572708.0,17604165.0,635915.0,26342.0,8051271.0,9088802.0,235695.0,7538.0,33863127,10.2,33839130.0,13.3,17383306.0,32.2,,,,
2021-03-11,AK,AKA,Alaska,731545.0,Report,462875.0,313365,63274.0,42836.0,143877.0,169430.0,2.0,56.0,190712.0,26.1,16.7,189677.0,34.4,311703.0,56513.0,66074.0,72.1,116722.0,127442.0,122190.0,121567.0,22.0,83921.0,231500.0,223275.0,8100.0,0.0,54166.0,68017.0,7.0,7.0,54159.0,67401.0,7.0,7.0,,,,,122197,16.7,121574.0,22.0,,,,,,
2021-03-11,AL,ALA,Alabama,4903185.0,Report,1816230.0,1209802,37042.0,24674.0,625740.0,576451.0,7611.0,0.0,790864.0,16.1,9.1,790553.0,20.7,1209449.0,31703.0,440534.0,51.8,684820.0,80583.0,444919.0,444871.0,11.7,47609.0,978900.0,782730.0,54600.0,0.0,223582.0,221322.0,7827.0,15.0,223576.0,221280.0,7827.0,15.0,,,,,452746,9.2,452698.0,11.9,,,,,,
2021-03-11,AR,ARA,Arkansas,3017804.0,Report,1209300.0,800091,40072.0,26512.0,403135.0,395744.0,1105.0,107.0,514556.0,17.1,9.4,514328.0,22.2,799838.0,34511.0,284220.0,54.3,421090.0,80379.0,284585.0,284542.0,12.3,52178.0,638100.0,538200.0,33000.0,0.0,136572.0,147993.0,1226.0,20.0,136570.0,147952.0,1226.0,20.0,,,,,285811,9.5,285768.0,12.3,,,,,,
2021-03-11,AS,ASA,American Samoa,55689.0,Report,43210.0,23696,77592.0,42551.0,5238.0,18458.0,0.0,0.0,15085.0,27.1,15.6,14826.0,34.1,23335.0,53721.0,2186.0,0.0,3654.0,0.0,8705.0,8603.0,19.8,99477.0,12400.0,30810.0,0.0,0.0,2105.0,6600.0,1.0,0.0,2105.0,6498.0,1.0,0.0,,,,,8706,15.6,8604.0,19.8,,,,,,
2021-03-11,AZ,AZA,Arizona,7278717.0,Report,2909125.0,2350374,39968.0,32291.0,1067101.0,1277368.0,5290.0,615.0,1496266.0,20.6,10.8,1493745.0,26.5,2346634.0,41618.0,796336.0,60.9,1237487.0,94563.0,787328.0,786701.0,14.0,51594.0,1461500.0,1367925.0,79700.0,0.0,326124.0,460991.0,4877.0,213.0,326118.0,460370.0,4876.0,213.0,,,,,792205,10.9,791577.0,14.0,,,,,,
2021-03-11,BP2,BP2,Bureau of Prisons,0.0,Report,73715.0,76224,0.0,0.0,30258.0,45966.0,0.0,0.0,46675.0,0.0,0.0,46675.0,0.0,76224.0,0.0,2363.0,0.0,3787.0,0.0,29287.0,29287.0,0.0,0.0,31400.0,42315.0,0.0,0.0,10836.0,18451.0,0.0,0.0,10836.0,18451.0,0.0,0.0,,,,,29287,0.0,29287.0,0.0,,,,,,
2021-03-11,CA,CAA,California,39512223.0,Report,15725740.0,11220508,39800.0,28398.0,5451055.0,5765319.0,4101.0,33.0,7600220.0,19.2,9.0,7594351.0,24.8,11213293.0,36624.0,3923922.0,67.2,5802611.0,99392.0,3537360.0,3536089.0,11.5,51362.0,7769300.0,7486440.0,470000.0,0.0,1687798.0,1849552.0,4135.0,10.0,1687542.0,1848537.0,4135.0,10.0,,,,,3541495,9.0,3540224.0,11.6,,,,,,
2021-03-11,CO,COA,Colorado,5758736.0,Report,2298570.0,1764066,39914.0,30633.0,856230.0,882626.0,24754.0,456.0,1133732.0,19.7,10.7,1133104.0,25.2,1763285.0,39191.0,603994.0,71.7,953809.0,113224.0,616251.0,616093.0,13.7,51088.0,1169100.0,1073670.0,55800.0,0.0,291892.0,324259.0,23993.0,100.0,291884.0,324109.0,23990.0,100.0,,,,,640244,11.1,640083.0,14.2,,,,,,
2021-03-11,CT,CTA,Connecticut,3565287.0,Report,1604885.0,1304302,45014.0,36583.0,581373.0,702486.0,20366.0,77.0,948575.0,26.6,9.6,947632.0,33.4,1303000.0,45915.0,537869.0,85.3,716265.0,113649.0,342381.0,342105.0,12.1,56553.0,762100.0,800085.0,42700.0,0.0,131304.0,211064.0,20290.0,13.0,131209.0,210883.0,20269.0,13.0,,,,,362671,10.2,362374.0,12.8,,,,,,
2021-03-11,DC,DCA,District of Columbia,705749.0,Report,373225.0,244060,52884.0,34582.0,99007.0,145052.0,1.0,0.0,108700.0,15.4,7.9,108677.0,18.8,244029.0,42250.0,50232.0,57.5,98725.0,113031.0,55996.0,55994.0,9.7,64619.0,175300.0,190125.0,7800.0,0.0,26669.0,29319.0,463.0,8.0,26668.0,29318.0,463.0,8.0,,,,,56459,8.0,56457.0,9.8,,,,,,
2021-03-11,DD2,DD2,Dept of Defense,0.0,Report,1828270.0,1374234,0.0,0.0,650750.0,723085.0,0.0,399.0,907822.0,0.0,0.0,907339.0,0.0,1373624.0,0.0,123201.0,0.0,180537.0,0.0,450436.0,450309.0,0.0,0.0,840700.0,944970.0,42600.0,0.0,199024.0,251412.0,0.0,0.0,199017.0,251292.0,0.0,0.0,,,,,450436,0.0,450309.0,0.0,,,,,,
2021-03-11,DE,DEA,Delaware,973764.0,Report,419015.0,299695,43030.0,30777.0,137801.0,160164.0,1696.0,34.0,184777.0,19.0,10.9,184705.0,24.0,299600.0,38899.0,118219.0,62.6,186202.0,98569.0,106442.0,106422.0,13.8,54404.0,202100.0,206115.0,10800.0,0.0,51811.0,54619.0,1766.0,12.0,51807.0,54603.0,1766.0,12.0,,,,,108208,11.1,108188.0,14.0,,,,,,
2021-03-11,FL,FLA,Florida,21477737.0,Report,8595895.0,6332072,40022.0,29482.0,3145389.0,3151826.0,27084.0,7773.0,3963502.0,18.5,10.0,3959994.0,23.0,6328107.0,36689.0,2859422.0,63.6,4679016.0,104040.0,2152732.0,2152338.0,12.5,49838.0,4202000.0,4110795.0,283100.0,0.0,1054899.0,1095155.0,26893.0,2678.0,1054681.0,1094979.0,26886.0,2678.0,,,,,2179625,10.1,2179224.0,12.6,,,,,,
