Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-10,AK,AKA,Alaska,731545.0,Report,445125.0,307769,60847.0,42071.0,141564.0,166149.0,0.0,56.0,188281.0,25.7,16.3,187263.0,34.0,306145.0,55505.0,65812.0,71.9,115958.0,126608.0,119067.0,118464.0,21.5,80703.0,221000.0,217425.0,6700.0,0.0,53106.0,65955.0,6.0,6.0,53100.0,65358.0,6.0,6.0,29615.0,21528.0,6.0,2.0,119073,16.3,118470.0,21.5,51151.0,55.8,,,,
2021-03-10,AL,ALA,Alabama,4903185.0,Report,1775660.0,1173820,36214.0,23940.0,606814.0,562708.0,4298.0,0.0,768502.0,15.7,8.8,768201.0,20.1,1173481.0,30761.0,429845.0,50.6,666080.0,78377.0,430554.0,430510.0,11.3,46546.0,944800.0,781560.0,49300.0,0.0,213942.0,216600.0,4464.0,12.0,213936.0,216562.0,4464.0,12.0,133139.0,116476.0,2158.0,7.0,435018,8.9,434974.0,11.4,251780.0,29.6,,,,
2021-03-10,AR,ARA,Arkansas,3017804.0,Report,1162330.0,799184,38516.0,26482.0,402556.0,395468.0,1053.0,107.0,513591.0,17.0,9.4,513363.0,22.2,798931.0,34472.0,283789.0,54.2,420519.0,80270.0,284169.0,284126.0,12.3,50151.0,592300.0,537030.0,33000.0,0.0,136180.0,147969.0,1115.0,20.0,136178.0,147928.0,1115.0,20.0,78615.0,59622.0,639.0,15.0,285284,9.5,285241.0,12.3,138891.0,26.5,,,,
2021-03-10,AS,ASA,American Samoa,55689.0,Report,43210.0,23696,77592.0,42551.0,5238.0,18458.0,0.0,0.0,15085.0,27.1,15.6,14826.0,34.1,23335.0,53721.0,2186.0,0.0,3654.0,0.0,8705.0,8603.0,19.8,99477.0,12400.0,30810.0,0.0,0.0,2105.0,6600.0,1.0,0.0,2105.0,6498.0,1.0,0.0,601.0,920.0,0.0,0.0,8706,15.6,8604.0,19.8,1521.0,0.0,,,,
2021-03-10,AZ,AZA,Arizona,7278717.0,Report,2887485.0,2293559,39670.0,31510.0,1038946.0,1251206.0,2847.0,560.0,1464494.0,20.1,10.5,1462061.0,25.9,2289946.0,40613.0,782049.0,59.8,1206324.0,92182.0,764433.0,763816.0,13.5,51210.0,1442200.0,1365585.0,79700.0,0.0,311976.0,452260.0,2674.0,197.0,311971.0,451648.0,2673.0,197.0,161256.0,221846.0,789.0,136.0,767107,10.5,766489.0,13.6,384027.0,29.3,,,,
2021-03-10,BP2,BP2,Bureau of Prisons,0.0,Report,73715.0,73254,0.0,0.0,29064.0,44190.0,0.0,0.0,44353.0,0.0,0.0,44353.0,0.0,73254.0,0.0,2259.0,0.0,3619.0,0.0,28645.0,28645.0,0.0,0.0,31400.0,42315.0,0.0,0.0,10414.0,18231.0,0.0,0.0,10414.0,18231.0,0.0,0.0,501.0,838.0,0.0,0.0,28645,0.0,28645.0,0.0,1339.0,0.0,,,,
2021-03-10,CA,CAA,California,39512223.0,Report,15301360.0,11062505,38726.0,27998.0,5374049.0,5686172.0,2255.0,29.0,7497005.0,19.0,8.8,7491289.0,24.5,11055469.0,36108.0,3893413.0,66.7,5732972.0,98199.0,3482976.0,3481732.0,11.4,49976.0,7502200.0,7353060.0,446100.0,0.0,1655256.0,1827710.0,2203.0,10.0,1655012.0,1826710.0,2203.0,10.0,868296.0,926600.0,743.0,7.0,3485179,8.8,3483935.0,11.4,1795646.0,30.8,,,,
2021-03-10,CO,COA,Colorado,5758736.0,Report,2213800.0,1694476,38442.0,29424.0,825578.0,850899.0,17580.0,419.0,1089653.0,18.9,10.3,1089130.0,24.2,1693807.0,37647.0,592020.0,70.3,928422.0,110210.0,592283.0,592130.0,13.2,49204.0,1144000.0,1014000.0,55800.0,0.0,282027.0,310163.0,17134.0,93.0,282019.0,310018.0,17131.0,93.0,161469.0,167666.0,3591.0,50.0,609417,10.6,609261.0,13.5,332776.0,39.5,,,,
2021-03-10,CT,CTA,Connecticut,3565287.0,Report,1558445.0,1272581,43712.0,35694.0,566984.0,689638.0,15935.0,24.0,920595.0,25.8,9.5,919676.0,32.4,1271305.0,44798.0,527165.0,83.6,702423.0,111453.0,338502.0,338228.0,11.9,54916.0,718000.0,797745.0,42700.0,0.0,130428.0,208064.0,15850.0,10.0,130333.0,207885.0,15838.0,10.0,34762.0,129938.0,2020.0,6.0,354352,9.9,354066.0,12.5,166726.0,26.5,,,,
2021-03-10,DC,DCA,District of Columbia,705749.0,Report,358485.0,238189,50795.0,33750.0,96559.0,141629.0,1.0,0.0,105267.0,14.9,7.7,105244.0,18.2,238158.0,41234.0,49642.0,56.8,96772.0,110795.0,54423.0,54421.0,9.4,62067.0,162900.0,187785.0,7800.0,0.0,25638.0,28777.0,315.0,8.0,25637.0,28776.0,315.0,8.0,14540.0,11228.0,19.0,3.0,54738,7.8,54736.0,9.5,25790.0,29.5,,,,
