Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-12,US,USA,United States,331996199.0,Report,133337525.0,101128005,40162.0,30461.0,49169578.0,50960400.0,873726.0,124301.0,65965305.0,19.9,10.3,65839197.0,25.5,100957266.0,39111.0,33434521.0,61.1,51389612.0,93953.0,34129440.0,34085884.0,13.2,51655.0,66419000.0,63202425.0,3716100.0,0.0,16128880.0,17973766.0,870826.0,26687.0,16120498.0,17938614.0,870082.0,26665.0,8265310.0,9143349.0,300708.0,7408.0,35000159,10.5,34955860.0,13.5,17716775.0,32.4,,,,
2021-03-12,AK,AKA,Alaska,731545.0,Report,470325.0,318526,64292.0,43542.0,146740.0,171702.0,28.0,56.0,193951.0,26.5,17.0,191978.0,34.8,315372.0,57178.0,,,,,124132.0,122953.0,22.3,85271.0,232500.0,229125.0,8700.0,0.0,55214.0,68911.0,38.0,7.0,55166.0,67780.0,38.0,7.0,,,,,124170,17.0,122991.0,22.3,,,,,,
2021-03-12,AL,ALA,Alabama,4903185.0,Report,1838400.0,1249205,37494.0,25477.0,644531.0,592220.0,12454.0,0.0,816418.0,16.7,9.4,815860.0,21.4,1248527.0,32728.0,,,,,459632.0,459503.0,12.0,48190.0,988200.0,795600.0,54600.0,0.0,231792.0,227824.0,12693.0,16.0,231776.0,227711.0,12693.0,16.0,,,,,472325,9.6,472196.0,12.4,,,,,,
2021-03-12,AR,ARA,Arkansas,3017804.0,Report,1222370.0,836608,40505.0,27722.0,423121.0,409599.0,3764.0,124.0,541936.0,18.0,9.7,541305.0,23.4,835877.0,36066.0,,,,,293401.0,293278.0,12.7,52742.0,638300.0,551070.0,33000.0,0.0,144316.0,149064.0,3792.0,21.0,144300.0,148957.0,3792.0,21.0,,,,,297193,9.8,297070.0,12.8,,,,,,
2021-03-12,AS,ASA,American Samoa,55689.0,Report,43210.0,23696,77592.0,42551.0,5238.0,18458.0,0.0,0.0,15085.0,27.1,15.6,14635.0,33.7,23057.0,53081.0,,,,,8705.0,8517.0,19.6,99477.0,12400.0,30810.0,0.0,0.0,2105.0,6600.0,1.0,0.0,2104.0,6413.0,1.0,0.0,,,,,8706,15.6,8518.0,19.6,,,,,,
2021-03-12,AZ,AZA,Arizona,7278717.0,Report,3000645.0,2418267,41225.0,33224.0,1103452.0,1307001.0,7152.0,662.0,1529482.0,21.0,11.3,1524713.0,27.0,2410581.0,42752.0,,,,,819390.0,817548.0,14.5,53217.0,1464100.0,1456845.0,79700.0,0.0,344739.0,474420.0,6630.0,231.0,344705.0,472612.0,6628.0,231.0,,,,,826020,11.3,824176.0,14.6,,,,,,
2021-03-12,BP2,BP2,Bureau of Prisons,0.0,Report,74690.0,78795,0.0,0.0,31310.0,47485.0,0.0,0.0,48186.0,0.0,0.0,48186.0,0.0,78795.0,0.0,,,,,30234.0,30234.0,0.0,0.0,31400.0,43290.0,0.0,0.0,11309.0,18925.0,0.0,0.0,11309.0,18925.0,0.0,0.0,,,,,30234,0.0,30234.0,0.0,,,,,,
2021-03-12,CA,CAA,California,39512223.0,Report,16057300.0,11428034,40639.0,28923.0,5554712.0,5864319.0,8834.0,169.0,7738923.0,19.6,9.1,7724505.0,25.2,11410174.0,37267.0,,,,,3605816.0,3602526.0,11.8,52445.0,7864800.0,7718100.0,474400.0,0.0,1724566.0,1881224.0,8928.0,26.0,1723971.0,1878529.0,8920.0,26.0,,,,,3614744,9.1,3611446.0,11.8,,,,,,
2021-03-12,CO,COA,Colorado,5758736.0,Report,2331020.0,1817050,40478.0,31553.0,886397.0,901079.0,29103.0,471.0,1165790.0,20.2,11.1,1164062.0,25.9,1814767.0,40335.0,,,,,637024.0,636472.0,14.1,51809.0,1170100.0,1102920.0,58000.0,0.0,303573.0,333349.0,28356.0,102.0,303525.0,332845.0,28324.0,102.0,,,,,665380,11.6,664796.0,14.8,,,,,,
2021-03-12,CT,CTA,Connecticut,3565287.0,Report,1642625.0,1345350,46073.0,37735.0,600006.0,717724.0,27501.0,119.0,984384.0,27.6,9.7,982934.0,34.6,1343238.0,47333.0,,,,,347595.0,347084.0,12.2,57883.0,762400.0,837525.0,42700.0,0.0,133060.0,214521.0,27402.0,14.0,132948.0,214122.0,27380.0,14.0,,,,,374997,10.5,374464.0,13.2,,,,,,
