Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-14,US,USA,United States,331996199.0,Report,135847835.0,107060274,40918.0,32247.0,51951820.0,53708091.0,1273958.0,126405.0,69784210.0,21.0,10.9,69643985.0,27.0,106872602.0,41403.0,34670078.0,63.4,53903216.0,98549.0,36191541.0,36145239.0,14.0,52628.0,67294900.0,64832235.0,3720700.0,0.0,17362902.0,18801077.0,1267939.0,27351.0,17353953.0,18763747.0,1266747.0,27329.0,9064484.0,9645078.0,424911.0,7914.0,37459269,11.3,37411776.0,14.5,19142387.0,35.0,,,,
2021-03-14,AK,AKA,Alaska,731545.0,Report,472395.0,333357,64575.0,45569.0,152153.0,180738.0,410.0,56.0,202410.0,27.7,17.8,200197.0,36.3,329895.0,59811.0,63160.0,69.0,112633.0,122978.0,130433.0,129185.0,23.4,85647.0,233200.0,230295.0,8900.0,0.0,57514.0,72912.0,424.0,7.0,57464.0,71714.0,422.0,7.0,29804.0,20832.0,51.0,3.0,130857,17.9,129607.0,23.5,50690.0,55.3,,,,
2021-03-14,AL,ALA,Alabama,4903185.0,Report,1918560.0,1298612,39129.0,26485.0,669719.0,610308.0,18585.0,0.0,849337.0,17.3,9.8,848731.0,22.2,1297874.0,34021.0,452254.0,53.2,708599.0,83381.0,478509.0,478368.0,12.5,50292.0,988800.0,875160.0,54600.0,0.0,242786.0,235704.0,19144.0,19.0,242768.0,235581.0,19144.0,19.0,147819.0,122762.0,8035.0,11.0,497653,10.1,497512.0,13.0,278627.0,32.8,,,,
2021-03-14,AR,ARA,Arkansas,3017804.0,Report,1251620.0,882630,41475.0,29247.0,446502.0,428930.0,7045.0,153.0,579157.0,19.2,10.0,578399.0,25.0,881768.0,38046.0,299383.0,57.1,445632.0,85063.0,302684.0,302557.0,13.1,54004.0,638300.0,580320.0,33000.0,0.0,151638.0,151012.0,7143.0,34.0,151620.0,150903.0,7141.0,34.0,88071.0,59786.0,2496.0,26.0,309827,10.3,309698.0,13.4,150379.0,28.7,,,,
2021-03-14,AS,ASA,American Samoa,55689.0,Report,43210.0,23696,77592.0,42551.0,5238.0,18458.0,0.0,0.0,15083.0,27.1,15.6,14633.0,33.7,23057.0,53081.0,1978.0,20.9,3318.0,35048.0,8712.0,8524.0,19.6,99477.0,12400.0,30810.0,0.0,0.0,2113.0,6599.0,1.0,0.0,2112.0,6412.0,1.0,0.0,567.0,825.0,0.0,0.0,8713,15.6,8525.0,19.6,1392.0,14.7,,,,
2021-03-14,AZ,AZA,Arizona,7278717.0,Report,3024585.0,2557630,41554.0,35138.0,1176339.0,1368138.0,12402.0,751.0,1602626.0,22.0,12.1,1597646.0,28.3,2549559.0,45217.0,813030.0,62.1,1307900.0,99944.0,879985.0,878035.0,15.6,53642.0,1474000.0,1470885.0,79700.0,0.0,382282.0,497440.0,11516.0,263.0,382237.0,495535.0,11513.0,263.0,201087.0,247699.0,3795.0,178.0,891501,12.2,889548.0,15.8,452759.0,34.6,,,,
2021-03-14,BP2,BP2,Bureau of Prisons,0.0,Report,75690.0,80683,0.0,0.0,32274.0,48409.0,0.0,0.0,49551.0,0.0,0.0,49551.0,0.0,80683.0,0.0,2273.0,0.0,3713.0,0.0,30731.0,30731.0,0.0,0.0,31800.0,43290.0,600.0,0.0,11573.0,19158.0,0.0,0.0,11573.0,19158.0,0.0,0.0,555.0,860.0,0.0,0.0,30731,0.0,30731.0,0.0,1415.0,0.0,,,,
2021-03-14,CA,CAA,California,39512223.0,Report,16376020.0,11883375,41445.0,30075.0,5742313.0,6090887.0,49952.0,223.0,8027407.0,20.3,9.5,8011007.0,26.2,11863209.0,38746.0,3908391.0,66.9,5882142.0,100754.0,3770525.0,3766915.0,12.3,53486.0,8024400.0,7877220.0,474400.0,0.0,1806970.0,1963513.0,49353.0,42.0,1806331.0,1960542.0,49264.0,42.0,953942.0,974205.0,8428.0,30.0,3819878,9.7,3816179.0,12.5,1936605.0,33.2,,,,
2021-03-14,CO,COA,Colorado,5758736.0,Report,2345060.0,1878639,40722.0,32622.0,916766.0,929558.0,31838.0,477.0,1200280.0,20.8,11.5,1198404.0,26.6,1876198.0,41701.0,595559.0,70.7,964181.0,114455.0,664054.0,663487.0,14.7,52122.0,1170100.0,1116960.0,58000.0,0.0,319473.0,344478.0,31132.0,103.0,319421.0,343963.0,31097.0,103.0,179549.0,181537.0,4522.0,57.0,695186,12.1,694584.0,15.4,365665.0,43.4,,,,
2021-03-14,CT,CTA,Connecticut,3565287.0,Report,1659085.0,1411532,46534.0,39591.0,629223.0,750002.0,32187.0,120.0,933367.0,26.2,13.0,932089.0,32.8,1409493.0,49668.0,480096.0,76.2,746285.0,118412.0,464402.0,463785.0,16.3,58463.0,769500.0,846885.0,42700.0,0.0,200680.0,263706.0,32041.0,16.0,200532.0,263237.0,32017.0,16.0,82346.0,173172.0,3556.0,10.0,496443,13.9,495802.0,17.5,259084.0,41.1,,,,
