Date,Location,ShortName,LongName,Census2019,date_type,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Janssen,Administered_Unk_Manuf,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose2_Pop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_18Plus,Admin_Per_100k_18Plus,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Administered_65Plus,Admin_Per_100k_65Plus,Administered_Dose2_Recip,Administered_Dose2_Recip_18Plus,Administered_Dose2_Recip_18PlusPop_Pct,Distributed_Per_100k_18Plus,Distributed_Moderna,Distributed_Pfizer,Distributed_Janssen,Distributed_Unk_Manuf,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Janssen,Series_Complete_Unk_Manuf,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Janssen_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Janssen_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Administered_Fed_LTC,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose2,Series_Complete_FedLTC
2021-03-13,US,USA,United States,331996199.0,Report,135846665.0,105703501,40918.0,31839.0,51292130.0,53096054.0,1189207.0,126110.0,68884011.0,20.7,10.8,68747294.0,26.6,105520136.0,40879.0,34370332.0,62.8,53343915.0,97526.0,35746479.0,35700967.0,13.8,52627.0,67294900.0,64831065.0,3720700.0,0.0,17074342.0,18644718.0,1183478.0,27239.0,17065600.0,18607971.0,1182391.0,27217.0,8880396.0,9553151.0,398217.0,7838.0,36929777,11.1,36883178.0,14.3,18839603.0,34.4,,,,
2021-03-13,AK,AKA,Alaska,731545.0,Report,472395.0,324271,64575.0,44327.0,148985.0,174980.0,250.0,56.0,197436.0,27.0,17.3,195372.0,35.4,320992.0,58197.0,62882.0,68.7,111992.0,122278.0,126381.0,125167.0,22.7,85647.0,233200.0,230295.0,8900.0,0.0,56390.0,69984.0,266.0,7.0,56341.0,68819.0,265.0,7.0,29585.0,20664.0,30.0,3.0,126647,17.3,125432.0,22.7,50282.0,54.9,,,,
2021-03-13,AL,ALA,Alabama,4903185.0,Report,1918560.0,1288242,39129.0,26274.0,664076.0,607316.0,16850.0,0.0,841394.0,17.2,9.7,840809.0,22.0,1287528.0,33750.0,449242.0,52.9,703928.0,82831.0,475446.0,475308.0,12.5,50292.0,988800.0,875160.0,54600.0,0.0,240679.0,234747.0,17309.0,20.0,240661.0,234627.0,17309.0,20.0,146582.0,122160.0,7169.0,11.0,492755,10.0,492617.0,12.9,275922.0,32.5,,,,
2021-03-13,AR,ARA,Arkansas,3017804.0,Report,1251620.0,882630,41475.0,29247.0,446502.0,428930.0,7045.0,153.0,579022.0,19.2,10.0,578264.0,25.0,881768.0,38046.0,299360.0,57.1,445632.0,85063.0,302656.0,302529.0,13.1,54004.0,638300.0,580320.0,33000.0,0.0,151625.0,150998.0,7128.0,33.0,151607.0,150889.0,7126.0,33.0,88063.0,59777.0,2495.0,25.0,309784,10.3,309655.0,13.4,150360.0,28.7,,,,
2021-03-13,AS,ASA,American Samoa,55689.0,Report,43210.0,23696,77592.0,42551.0,5238.0,18458.0,0.0,0.0,15082.0,27.1,15.6,14632.0,33.7,23057.0,53081.0,1978.0,20.9,3318.0,35048.0,8712.0,8524.0,19.6,99477.0,12400.0,30810.0,0.0,0.0,2113.0,6599.0,1.0,0.0,2112.0,6412.0,1.0,0.0,567.0,825.0,0.0,0.0,8713,15.6,8525.0,19.6,1392.0,14.7,,,,
2021-03-13,AZ,AZA,Arizona,7278717.0,Report,3024585.0,2484603,41554.0,34135.0,1138971.0,1335787.0,9131.0,714.0,1562876.0,21.5,11.7,1558045.0,27.6,2476787.0,43926.0,800231.0,61.2,1276291.0,97529.0,850411.0,848530.0,15.0,53642.0,1474000.0,1470885.0,79700.0,0.0,364495.0,485667.0,8498.0,249.0,364459.0,483822.0,8496.0,249.0,191197.0,240518.0,2798.0,168.0,858909,11.8,857026.0,15.2,434681.0,33.2,,,,
2021-03-13,BP2,BP2,Bureau of Prisons,0.0,Report,75690.0,80683,0.0,0.0,32274.0,48409.0,0.0,0.0,49551.0,0.0,0.0,49551.0,0.0,80683.0,0.0,2273.0,0.0,3713.0,0.0,30731.0,30731.0,0.0,0.0,31800.0,43290.0,600.0,0.0,11573.0,19158.0,0.0,0.0,11573.0,19158.0,0.0,0.0,555.0,860.0,0.0,0.0,30731,0.0,30731.0,0.0,1415.0,0.0,,,,
2021-03-13,CA,CAA,California,39512223.0,Report,16376020.0,11881857,41445.0,30071.0,5741050.0,6090632.0,49952.0,223.0,8025538.0,20.3,9.5,8009142.0,26.2,11861693.0,38741.0,3907952.0,66.9,5881782.0,100748.0,3769926.0,3766316.0,12.3,53486.0,8024400.0,7877220.0,474400.0,0.0,1806482.0,1963402.0,49265.0,42.0,1805843.0,1960431.0,49176.0,42.0,953773.0,974179.0,8411.0,30.0,3819191,9.7,3815492.0,12.5,1936393.0,33.2,,,,
2021-03-13,CO,COA,Colorado,5758736.0,Report,2345060.0,1878538,40722.0,32621.0,916665.0,929558.0,31838.0,477.0,1199979.0,20.8,11.5,1198108.0,26.6,1876097.0,41698.0,595516.0,70.7,964181.0,114455.0,663931.0,663364.0,14.7,52122.0,1170100.0,1116960.0,58000.0,0.0,319376.0,344453.0,31101.0,102.0,319324.0,343938.0,31066.0,102.0,179502.0,181527.0,4518.0,56.0,695032,12.1,694430.0,15.4,365603.0,43.4,,,,
2021-03-13,CT,CTA,Connecticut,3565287.0,Report,1659085.0,1411525,46534.0,39591.0,629220.0,749998.0,32187.0,120.0,933227.0,26.2,13.0,931949.0,32.8,1409486.0,49667.0,480064.0,76.2,746284.0,118412.0,464364.0,463747.0,16.3,58463.0,769500.0,846885.0,42700.0,0.0,200646.0,263702.0,32024.0,16.0,200498.0,263233.0,32000.0,16.0,82322.0,173172.0,3553.0,10.0,496388,13.9,495747.0,17.5,259057.0,41.1,,,,
